ID,scenario_nr,response,location,person,misconception,condition_medium,condition_bystanders,item_nr,correct,certainty,gender,age,language,language_skill
4j34r2ly,33,6,park,friend,heavy knights armor,offline,several,14,0,4,male,21,english,basic
4j34r2ly,34,7,university,friend,10% brain,offline,none,1,0,1,male,21,english,basic
4j34r2ly,36,4,train,stranger,ostriches head in sand,offline,several,5,0,3,male,21,english,basic
4j34r2ly,37,4,park,stranger,high altitude coin,offline,several,9,0,3,male,21,english,basic
4j34r2ly,38,5,movie theater,student,Vikings horned helmets,offline,none,12,0,5,male,21,english,basic
4j34r2ly,39,4,museum,friend,Columbus discovered America,offline,none,10,0,3,male,21,english,basic
4j34r2ly,42,7,festival,student,10% brain,offline,several,1,0,1,male,21,english,basic
4j34r2ly,43,4,museum,friend,high altitude coin,offline,several,9,0,3,male,21,english,basic
4j34r2ly,44,4,university,stranger,heavy knights armor,offline,none,14,0,4,male,21,english,basic
4j34r2ly,46,5,train,stranger,Great Wall of China,offline,several,7,0,3,male,21,english,basic
4j34r2ly,47,6,train,colleague,10% brain,offline,none,1,0,1,male,21,english,basic
zx4hvgn6,4,8,train,colleague,short Napoleon,offline,none,13,1,3,male,20,english,advanced
zx4hvgn6,5,6,park,colleague,eating before swimming,offline,none,4,1,4,male,20,english,advanced
zx4hvgn6,7,7,museum,student,high altitude coin,offline,several,9,1,5,male,20,english,advanced
zx4hvgn6,8,7,bar,stranger,ostriches head in sand,offline,none,5,1,5,male,20,english,advanced
zx4hvgn6,10,8,train,student,bulls red cape,offline,none,6,0,4,male,20,english,advanced
zx4hvgn6,11,6,movie theater,student,Middle Ages life expectancy,offline,none,11,1,3,male,20,english,advanced
zx4hvgn6,14,7,festival,stranger,cracking knuckles,offline,none,2,1,4,male,20,english,advanced
zx4hvgn6,15,8,museum,stranger,Great Wall of China,offline,none,7,1,2,male,20,english,advanced
zx4hvgn6,16,6,university,colleague,short Napoleon,offline,none,13,1,3,male,20,english,advanced
zx4hvgn6,17,4,university,colleague,Middle Ages life expectancy,offline,several,11,1,3,male,20,english,advanced
zx4hvgn6,18,5,bar,colleague,short Napoleon,offline,none,13,1,3,male,20,english,advanced
zx4hvgn6,20,4,book store,student,Vikings horned helmets,offline,several,12,1,5,male,20,english,advanced
zx4hvgn6,21,3,movie theater,friend,heavy knights armor,offline,none,14,1,5,male,20,english,advanced
zx4hvgn6,22,9,book store,stranger,wait 24 hours,offline,several,15,1,4,male,20,english,advanced
zx4hvgn6,23,5,festival,colleague,shaving hair,offline,several,3,0,4,male,20,english,advanced
zx4hvgn6,24,4,festival,student,heavy knights armor,offline,several,14,1,5,male,20,english,advanced
zx4hvgn6,26,4,train,stranger,Vikings horned helmets,offline,several,12,1,5,male,20,english,advanced
zx4hvgn6,27,3,park,stranger,Eskimo words for snow,offline,several,16,1,2,male,20,english,advanced
zx4hvgn6,28,3,park,stranger,ostriches head in sand,offline,several,5,1,5,male,20,english,advanced
zx4hvgn6,30,5,movie theater,stranger,bulls red cape,offline,none,6,0,4,male,20,english,advanced
zx4hvgn6,31,6,bar,colleague,eating before swimming,offline,several,4,1,4,male,20,english,advanced
zx4hvgn6,34,8,park,colleague,10% brain,offline,none,1,0,5,male,20,english,advanced
zx4hvgn6,35,6,museum,friend,Middle Ages life expectancy,offline,none,11,1,3,male,20,english,advanced
zx4hvgn6,36,4,book store,student,Eskimo words for snow,offline,none,16,1,2,male,20,english,advanced
zx4hvgn6,38,8,bar,student,cracking knuckles,offline,none,2,1,4,male,20,english,advanced
zx4hvgn6,41,6,museum,colleague,Vikings horned helmets,offline,none,12,1,5,male,20,english,advanced
zx4hvgn6,43,4,university,stranger,Great Wall of China,offline,several,7,1,2,male,20,english,advanced
zx4hvgn6,44,5,train,student,shaving hair,offline,several,3,0,4,male,20,english,advanced
zx4hvgn6,45,6,festival,colleague,eating before swimming,offline,several,4,1,4,male,20,english,advanced
zx4hvgn6,46,7,book store,friend,lightning never strikes twice,offline,none,8,1,3,male,20,english,advanced
zx4hvgn6,47,7,university,friend,Great Wall of China,offline,none,7,1,2,male,20,english,advanced
zx4hvgn6,48,5,movie theater,colleague,lightning never strikes twice,offline,several,8,1,3,male,20,english,advanced
aa8dwhz5,2,8,festival,colleague,ostriches head in sand,offline,none,5,0,5,female,20,english,fluent
aa8dwhz5,3,8,university,colleague,bulls red cape,offline,several,6,0,4,female,20,english,fluent
aa8dwhz5,4,7,book store,student,Columbus discovered America,offline,several,10,1,5,female,20,english,fluent
aa8dwhz5,5,8,movie theater,student,Vikings horned helmets,offline,several,12,1,5,female,20,english,fluent
aa8dwhz5,8,7,festival,stranger,Great Wall of China,offline,several,7,0,4,female,20,english,fluent
aa8dwhz5,10,8,book store,friend,10% brain,offline,several,1,0,4,female,20,english,fluent
aa8dwhz5,13,8,bar,colleague,Columbus discovered America,offline,several,10,1,5,female,20,english,fluent
aa8dwhz5,14,7,bar,stranger,lightning never strikes twice,offline,several,8,0,4,female,20,english,fluent
aa8dwhz5,16,5,movie theater,stranger,Eskimo words for snow,offline,several,16,1,4,female,20,english,fluent
aa8dwhz5,18,7,train,student,heavy knights armor,offline,several,14,0,4,female,20,english,fluent
aa8dwhz5,19,8,museum,friend,bulls red cape,offline,several,6,0,4,female,20,english,fluent
aa8dwhz5,20,8,museum,friend,Eskimo words for snow,offline,none,16,1,4,female,20,english,fluent
aa8dwhz5,21,2,movie theater,student,shaving hair,offline,several,3,0,3,female,20,english,fluent
aa8dwhz5,23,6,museum,stranger,short Napoleon,offline,several,13,1,5,female,20,english,fluent
aa8dwhz5,24,7,university,stranger,ostriches head in sand,offline,none,5,0,5,female,20,english,fluent
aa8dwhz5,25,8,festival,colleague,heavy knights armor,offline,none,14,0,4,female,20,english,fluent
aa8dwhz5,26,9,park,friend,eating before swimming,offline,none,4,0,5,female,20,english,fluent
aa8dwhz5,27,9,park,colleague,lightning never strikes twice,offline,none,8,0,4,female,20,english,fluent
aa8dwhz5,28,9,book store,friend,wait 24 hours,offline,none,15,1,3,female,20,english,fluent
aa8dwhz5,29,8,university,student,Great Wall of China,offline,none,7,0,4,female,20,english,fluent
aa8dwhz5,30,8,university,stranger,bulls red cape,offline,none,6,0,4,female,20,english,fluent
aa8dwhz5,31,6,festival,student,ostriches head in sand,offline,none,5,0,5,female,20,english,fluent
aa8dwhz5,33,7,park,friend,heavy knights armor,offline,none,14,0,4,female,20,english,fluent
aa8dwhz5,34,7,bar,colleague,Columbus discovered America,offline,several,10,1,5,female,20,english,fluent
aa8dwhz5,35,6,book store,student,Vikings horned helmets,offline,several,12,1,5,female,20,english,fluent
aa8dwhz5,38,8,bar,student,eating before swimming,offline,none,4,0,5,female,20,english,fluent
aa8dwhz5,40,8,train,colleague,high altitude coin,offline,several,9,1,5,female,20,english,fluent
aa8dwhz5,41,9,park,student,10% brain,offline,none,1,0,4,female,20,english,fluent
aa8dwhz5,44,8,train,stranger,eating before swimming,offline,several,4,0,5,female,20,english,fluent
aa8dwhz5,45,7,movie theater,colleague,Middle Ages life expectancy,offline,none,11,1,3,female,20,english,fluent
aa8dwhz5,46,7,train,colleague,cracking knuckles,offline,none,2,0,3,female,20,english,fluent
aa8dwhz5,48,5,museum,student,shaving hair,offline,several,3,0,3,female,20,english,fluent
i42mink1,1,9,book store,student,cracking knuckles,offline,none,2,1,4,female,19,english,fluent
i42mink1,2,9,museum,friend,Eskimo words for snow,offline,none,16,1,5,female,19,english,fluent
i42mink1,5,9,park,stranger,cracking knuckles,offline,several,2,1,4,female,19,english,fluent
i42mink1,6,9,festival,student,Columbus discovered America,offline,none,10,1,1,female,19,english,fluent
i42mink1,7,9,bar,friend,ostriches head in sand,offline,several,5,1,3,female,19,english,fluent
i42mink1,9,9,park,student,ostriches head in sand,offline,none,5,1,3,female,19,english,fluent
i42mink1,11,9,festival,friend,shaving hair,offline,several,3,1,1,female,19,english,fluent
i42mink1,14,9,university,friend,eating before swimming,offline,none,4,1,3,female,19,english,fluent
i42mink1,15,9,university,student,short Napoleon,offline,none,13,0,2,female,19,english,fluent
i42mink1,16,6,university,colleague,heavy knights armor,offline,none,14,0,2,female,19,english,fluent
i42mink1,17,6,festival,colleague,high altitude coin,offline,several,9,0,1,female,19,english,fluent
i42mink1,19,5,train,stranger,high altitude coin,offline,several,9,0,1,female,19,english,fluent
i42mink1,21,5,bar,stranger,Vikings horned helmets,offline,none,12,0,1,female,19,english,fluent
i42mink1,22,7,movie theater,colleague,lightning never strikes twice,offline,none,8,1,2,female,19,english,fluent
i42mink1,23,9,train,student,bulls red cape,offline,several,6,0,1,female,19,english,fluent
i42mink1,24,5,book store,stranger,eating before swimming,offline,none,4,1,3,female,19,english,fluent
i42mink1,25,8,movie theater,student,Eskimo words for snow,offline,several,16,1,5,female,19,english,fluent
i42mink1,26,8,train,student,Great Wall of China,offline,none,7,1,2,female,19,english,fluent
i42mink1,28,6,movie theater,colleague,Middle Ages life expectancy,offline,none,11,1,2,female,19,english,fluent
i42mink1,29,5,movie theater,colleague,bulls red cape,offline,several,6,0,1,female,19,english,fluent
i42mink1,30,4,bar,stranger,Eskimo words for snow,offline,none,16,1,5,female,19,english,fluent
i42mink1,31,9,book store,friend,10% brain,offline,several,1,0,2,female,19,english,fluent
i42mink1,32,3,museum,stranger,heavy knights armor,offline,several,14,0,2,female,19,english,fluent
i42mink1,33,7,museum,colleague,shaving hair,offline,none,3,1,1,female,19,english,fluent
i42mink1,34,4,train,colleague,heavy knights armor,offline,several,14,0,2,female,19,english,fluent
i42mink1,35,9,festival,friend,shaving hair,offline,none,3,1,1,female,19,english,fluent
i42mink1,36,9,park,friend,cracking knuckles,offline,several,2,1,4,female,19,english,fluent
i42mink1,38,3,museum,colleague,lightning never strikes twice,offline,several,8,1,2,female,19,english,fluent
i42mink1,39,7,book store,stranger,wait 24 hours,offline,none,15,1,3,female,19,english,fluent
i42mink1,42,8,bar,student,10% brain,offline,several,1,0,2,female,19,english,fluent
i42mink1,45,5,park,stranger,Great Wall of China,offline,none,7,1,2,female,19,english,fluent
i42mink1,48,5,university,stranger,eating before swimming,offline,several,4,1,3,female,19,english,fluent
bkm0cwet,1,7,book store,student,Great Wall of China,offline,none,7,1,2,female,18,english,advanced
bkm0cwet,3,7,movie theater,student,high altitude coin,offline,several,9,1,4,female,18,english,advanced
bkm0cwet,6,8,bar,friend,short Napoleon,offline,several,13,1,3,female,18,english,advanced
bkm0cwet,7,9,movie theater,stranger,cracking knuckles,offline,none,2,0,5,female,18,english,advanced
bkm0cwet,8,9,park,friend,Columbus discovered America,offline,none,10,0,4,female,18,english,advanced
bkm0cwet,9,9,bar,colleague,10% brain,offline,several,1,0,4,female,18,english,advanced
bkm0cwet,13,9,book store,student,wait 24 hours,offline,none,15,1,5,female,18,english,advanced
bkm0cwet,14,8,movie theater,friend,Vikings horned helmets,offline,none,12,1,5,female,18,english,advanced
bkm0cwet,15,8,park,colleague,Eskimo words for snow,offline,several,16,1,4,female,18,english,advanced
bkm0cwet,16,8,train,friend,Vikings horned helmets,offline,none,12,1,5,female,18,english,advanced
bkm0cwet,17,9,festival,student,bulls red cape,offline,several,6,0,4,female,18,english,advanced
bkm0cwet,18,8,university,friend,lightning never strikes twice,offline,several,8,0,1,female,18,english,advanced
bkm0cwet,19,9,university,stranger,wait 24 hours,offline,none,15,1,5,female,18,english,advanced
bkm0cwet,20,9,train,colleague,Columbus discovered America,offline,none,10,0,4,female,18,english,advanced
bkm0cwet,22,8,park,stranger,short Napoleon,offline,several,13,1,3,female,18,english,advanced
bkm0cwet,23,8,university,friend,heavy knights armor,offline,none,14,1,5,female,18,english,advanced
bkm0cwet,24,7,museum,student,bulls red cape,offline,several,6,0,4,female,18,english,advanced
bkm0cwet,25,9,bar,friend,10% brain,offline,several,1,0,4,female,18,english,advanced
bkm0cwet,27,8,museum,colleague,Middle Ages life expectancy,offline,none,11,1,5,female,18,english,advanced
bkm0cwet,28,9,movie theater,stranger,10% brain,offline,several,1,0,4,female,18,english,advanced
bkm0cwet,30,6,museum,student,Eskimo words for snow,offline,none,16,1,4,female,18,english,advanced
bkm0cwet,31,8,book store,friend,Vikings horned helmets,offline,none,12,1,5,female,18,english,advanced
bkm0cwet,33,9,train,stranger,cracking knuckles,offline,several,2,0,5,female,18,english,advanced
bkm0cwet,35,7,university,colleague,high altitude coin,offline,several,9,1,4,female,18,english,advanced
bkm0cwet,36,8,train,friend,ostriches head in sand,offline,several,5,1,3,female,18,english,advanced
bkm0cwet,37,8,festival,stranger,Eskimo words for snow,offline,none,16,1,4,female,18,english,advanced
bkm0cwet,39,7,bar,student,lightning never strikes twice,offline,several,8,0,1,female,18,english,advanced
bkm0cwet,40,9,museum,colleague,heavy knights armor,offline,none,14,1,5,female,18,english,advanced
bkm0cwet,41,8,park,student,high altitude coin,offline,several,9,1,4,female,18,english,advanced
bkm0cwet,43,8,book store,stranger,eating before swimming,offline,several,4,1,5,female,18,english,advanced
bkm0cwet,45,9,festival,stranger,Columbus discovered America,offline,several,10,0,4,female,18,english,advanced
bkm0cwet,46,8,festival,student,ostriches head in sand,offline,several,5,1,3,female,18,english,advanced
shvk9uae,1,7,park,friend,lightning never strikes twice,offline,none,8,0,3,female,20,english,advanced
shvk9uae,2,9,museum,student,short Napoleon,offline,none,13,1,2,female,20,english,advanced
shvk9uae,3,7,train,friend,short Napoleon,offline,several,13,1,2,female,20,english,advanced
shvk9uae,4,7,university,colleague,Middle Ages life expectancy,offline,none,11,0,3,female,20,english,advanced
shvk9uae,5,8,bar,student,shaving hair,offline,none,3,1,4,female,20,english,advanced
shvk9uae,7,6,movie theater,friend,Vikings horned helmets,offline,several,12,0,1,female,20,english,advanced
shvk9uae,8,8,university,friend,eating before swimming,offline,none,4,1,3,female,20,english,advanced
shvk9uae,9,7,museum,student,Columbus discovered America,offline,none,10,1,5,female,20,english,advanced
shvk9uae,11,8,festival,friend,wait 24 hours,offline,several,15,0,2,female,20,english,advanced
shvk9uae,12,6,book store,stranger,wait 24 hours,offline,several,15,0,2,female,20,english,advanced
shvk9uae,13,5,festival,stranger,heavy knights armor,offline,none,14,0,3,female,20,english,advanced
shvk9uae,14,6,train,stranger,Eskimo words for snow,offline,none,16,1,2,female,20,english,advanced
shvk9uae,16,8,park,friend,short Napoleon,offline,none,13,1,2,female,20,english,advanced
shvk9uae,17,7,movie theater,friend,Great Wall of China,offline,several,7,1,1,female,20,english,advanced
shvk9uae,19,6,bar,colleague,bulls red cape,offline,none,6,0,3,female,20,english,advanced
shvk9uae,20,5,book store,student,shaving hair,offline,several,3,1,4,female,20,english,advanced
shvk9uae,22,5,train,stranger,Columbus discovered America,offline,several,10,1,5,female,20,english,advanced
shvk9uae,23,5,university,stranger,lightning never strikes twice,offline,several,8,0,3,female,20,english,advanced
shvk9uae,24,6,bar,colleague,Middle Ages life expectancy,offline,several,11,0,3,female,20,english,advanced
shvk9uae,25,8,festival,friend,ostriches head in sand,offline,none,5,1,3,female,20,english,advanced
shvk9uae,27,6,book store,colleague,eating before swimming,offline,several,4,1,3,female,20,english,advanced
shvk9uae,28,7,university,friend,bulls red cape,offline,several,6,0,3,female,20,english,advanced
shvk9uae,30,7,museum,stranger,ostriches head in sand,offline,none,5,1,3,female,20,english,advanced
shvk9uae,31,6,train,colleague,heavy knights armor,offline,none,14,0,3,female,20,english,advanced
shvk9uae,32,5,museum,stranger,ostriches head in sand,offline,several,5,1,3,female,20,english,advanced
shvk9uae,36,6,park,colleague,Middle Ages life expectancy,offline,several,11,0,3,female,20,english,advanced
shvk9uae,37,9,festival,friend,Vikings horned helmets,offline,none,12,0,1,female,20,english,advanced
shvk9uae,38,7,movie theater,student,cracking knuckles,offline,several,2,0,3,female,20,english,advanced
shvk9uae,42,9,park,colleague,cracking knuckles,offline,none,2,0,3,female,20,english,advanced
shvk9uae,44,7,book store,student,10% brain,offline,several,1,1,3,female,20,english,advanced
shvk9uae,45,7,bar,student,Vikings horned helmets,offline,none,12,0,1,female,20,english,advanced
shvk9uae,47,5,movie theater,stranger,eating before swimming,offline,several,4,1,3,female,20,english,advanced
gq4pnw20,2,9,book store,colleague,10% brain,offline,several,1,1,3,male,23,english,fluent
gq4pnw20,3,5,bar,stranger,short Napoleon,offline,none,13,0,2,male,23,english,fluent
gq4pnw20,4,9,train,colleague,heavy knights armor,offline,none,14,0,1,male,23,english,fluent
gq4pnw20,5,7,book store,stranger,high altitude coin,offline,several,9,1,2,male,23,english,fluent
gq4pnw20,7,9,festival,friend,lightning never strikes twice,offline,none,8,0,5,male,23,english,fluent
gq4pnw20,8,9,park,student,eating before swimming,offline,none,4,0,5,male,23,english,fluent
gq4pnw20,9,8,train,student,lightning never strikes twice,offline,several,8,0,5,male,23,english,fluent
gq4pnw20,10,2,movie theater,stranger,short Napoleon,offline,none,13,0,2,male,23,english,fluent
gq4pnw20,11,2,train,stranger,shaving hair,offline,several,3,0,5,male,23,english,fluent
gq4pnw20,14,9,university,stranger,Columbus discovered America,offline,none,10,0,3,male,23,english,fluent
gq4pnw20,15,7,park,colleague,eating before swimming,offline,several,4,0,5,male,23,english,fluent
gq4pnw20,17,3,movie theater,stranger,shaving hair,offline,several,3,0,5,male,23,english,fluent
gq4pnw20,18,9,university,student,Columbus discovered America,offline,none,10,0,3,male,23,english,fluent
gq4pnw20,19,9,park,student,ostriches head in sand,offline,none,5,0,3,male,23,english,fluent
gq4pnw20,22,9,museum,friend,high altitude coin,offline,several,9,1,2,male,23,english,fluent
gq4pnw20,23,3,train,stranger,cracking knuckles,offline,several,2,0,4,male,23,english,fluent
gq4pnw20,24,9,festival,colleague,10% brain,offline,none,1,1,3,male,23,english,fluent
gq4pnw20,26,9,bar,friend,Vikings horned helmets,offline,several,12,0,4,male,23,english,fluent
gq4pnw20,30,9,movie theater,student,Vikings horned helmets,offline,several,12,0,4,male,23,english,fluent
gq4pnw20,31,3,bar,friend,eating before swimming,offline,several,4,0,5,male,23,english,fluent
gq4pnw20,32,9,museum,friend,Middle Ages life expectancy,offline,none,11,0,5,male,23,english,fluent
gq4pnw20,33,9,university,friend,wait 24 hours,offline,several,15,1,3,male,23,english,fluent
gq4pnw20,34,6,university,colleague,Columbus discovered America,offline,several,10,0,3,male,23,english,fluent
gq4pnw20,36,9,book store,friend,cracking knuckles,offline,none,2,0,4,male,23,english,fluent
gq4pnw20,37,9,museum,friend,Middle Ages life expectancy,offline,none,11,0,5,male,23,english,fluent
gq4pnw20,39,9,park,friend,Eskimo words for snow,offline,none,16,0,1,male,23,english,fluent
gq4pnw20,40,3,festival,colleague,shaving hair,offline,several,3,0,5,male,23,english,fluent
gq4pnw20,42,9,movie theater,colleague,bulls red cape,offline,several,6,0,3,male,23,english,fluent
gq4pnw20,44,9,book store,colleague,wait 24 hours,offline,none,15,1,3,male,23,english,fluent
gq4pnw20,46,5,bar,student,bulls red cape,offline,several,6,0,3,male,23,english,fluent
gq4pnw20,47,9,museum,colleague,ostriches head in sand,offline,none,5,0,3,male,23,english,fluent
gq4pnw20,48,9,festival,stranger,short Napoleon,offline,none,13,0,2,male,23,english,fluent
3zirwp97,1,9,movie theater,friend,high altitude coin,offline,several,9,0,5,female,19,english,advanced
3zirwp97,2,9,museum,colleague,wait 24 hours,offline,several,15,1,4,female,19,english,advanced
3zirwp97,5,9,university,friend,shaving hair,offline,none,3,1,5,female,19,english,advanced
3zirwp97,6,9,university,friend,Eskimo words for snow,offline,none,16,1,3,female,19,english,advanced
3zirwp97,8,9,movie theater,friend,eating before swimming,offline,several,4,0,4,female,19,english,advanced
3zirwp97,9,8,train,stranger,wait 24 hours,offline,several,15,1,4,female,19,english,advanced
3zirwp97,10,9,train,friend,bulls red cape,offline,none,6,1,5,female,19,english,advanced
3zirwp97,11,9,movie theater,colleague,shaving hair,offline,none,3,1,5,female,19,english,advanced
3zirwp97,12,9,bar,stranger,heavy knights armor,offline,none,14,1,4,female,19,english,advanced
3zirwp97,16,8,university,student,Great Wall of China,offline,several,7,0,2,female,19,english,advanced
3zirwp97,18,7,festival,stranger,cracking knuckles,offline,none,2,1,3,female,19,english,advanced
3zirwp97,19,9,museum,student,Eskimo words for snow,offline,several,16,1,3,female,19,english,advanced
3zirwp97,20,9,bar,friend,short Napoleon,offline,none,13,1,3,female,19,english,advanced
3zirwp97,21,9,park,colleague,Great Wall of China,offline,none,7,0,2,female,19,english,advanced
3zirwp97,23,8,bar,stranger,10% brain,offline,several,1,0,5,female,19,english,advanced
3zirwp97,24,8,museum,stranger,cracking knuckles,offline,several,2,1,3,female,19,english,advanced
3zirwp97,26,8,university,stranger,Vikings horned helmets,offline,none,12,1,3,female,19,english,advanced
3zirwp97,28,9,train,colleague,Columbus discovered America,offline,several,10,1,5,female,19,english,advanced
3zirwp97,29,9,book store,student,lightning never strikes twice,offline,none,8,1,4,female,19,english,advanced
3zirwp97,31,9,bar,friend,Vikings horned helmets,offline,several,12,1,3,female,19,english,advanced
3zirwp97,32,9,book store,friend,ostriches head in sand,offline,several,5,0,4,female,19,english,advanced
3zirwp97,33,9,park,student,heavy knights armor,offline,several,14,1,4,female,19,english,advanced
3zirwp97,35,9,festival,student,Eskimo words for snow,offline,none,16,1,3,female,19,english,advanced
3zirwp97,37,9,park,friend,Middle Ages life expectancy,offline,none,11,0,3,female,19,english,advanced
3zirwp97,39,9,book store,colleague,10% brain,offline,none,1,0,5,female,19,english,advanced
3zirwp97,41,8,festival,stranger,cracking knuckles,offline,none,2,1,3,female,19,english,advanced
3zirwp97,42,7,train,stranger,ostriches head in sand,offline,several,5,0,4,female,19,english,advanced
3zirwp97,43,9,book store,friend,short Napoleon,offline,several,13,1,3,female,19,english,advanced
3zirwp97,45,8,museum,stranger,eating before swimming,offline,none,4,0,4,female,19,english,advanced
3zirwp97,46,9,park,student,lightning never strikes twice,offline,none,8,1,4,female,19,english,advanced
3zirwp97,47,9,movie theater,colleague,high altitude coin,offline,several,9,0,5,female,19,english,advanced
3zirwp97,48,9,festival,colleague,10% brain,offline,none,1,0,5,female,19,english,advanced
j991hx1w,1,9,park,colleague,short Napoleon,offline,none,13,0,4,female,31,english,fluent
j991hx1w,4,8,festival,friend,shaving hair,offline,none,3,1,2,female,31,english,fluent
j991hx1w,6,7,festival,colleague,bulls red cape,offline,several,6,0,4,female,31,english,fluent
j991hx1w,8,8,train,student,Vikings horned helmets,offline,none,12,0,4,female,31,english,fluent
j991hx1w,10,9,bar,friend,wait 24 hours,offline,none,15,1,5,female,31,english,fluent
j991hx1w,11,9,university,student,Columbus discovered America,offline,several,10,0,4,female,31,english,fluent
j991hx1w,12,9,university,friend,lightning never strikes twice,offline,several,8,1,2,female,31,english,fluent
j991hx1w,13,9,university,friend,10% brain,offline,none,1,0,5,female,31,english,fluent
j991hx1w,14,9,bar,student,lightning never strikes twice,offline,several,8,1,2,female,31,english,fluent
j991hx1w,15,9,movie theater,colleague,eating before swimming,offline,none,4,1,4,female,31,english,fluent
j991hx1w,16,8,train,stranger,heavy knights armor,offline,none,14,0,4,female,31,english,fluent
j991hx1w,17,9,train,friend,high altitude coin,offline,none,9,0,4,female,31,english,fluent
j991hx1w,18,9,park,student,ostriches head in sand,offline,none,5,0,5,female,31,english,fluent
j991hx1w,20,8,book store,friend,Eskimo words for snow,offline,several,16,0,5,female,31,english,fluent
j991hx1w,21,8,festival,colleague,cracking knuckles,offline,several,2,1,3,female,31,english,fluent
j991hx1w,22,9,park,colleague,ostriches head in sand,offline,none,5,0,5,female,31,english,fluent
j991hx1w,23,9,museum,friend,cracking knuckles,offline,none,2,1,3,female,31,english,fluent
j991hx1w,27,7,book store,stranger,high altitude coin,offline,none,9,0,4,female,31,english,fluent
j991hx1w,28,7,movie theater,colleague,Eskimo words for snow,offline,several,16,0,5,female,31,english,fluent
j991hx1w,29,9,festival,friend,wait 24 hours,offline,several,15,1,5,female,31,english,fluent
j991hx1w,31,8,university,student,Vikings horned helmets,offline,several,12,0,4,female,31,english,fluent
j991hx1w,33,9,movie theater,student,cracking knuckles,offline,none,2,1,3,female,31,english,fluent
j991hx1w,34,7,movie theater,stranger,Middle Ages life expectancy,offline,several,11,0,2,female,31,english,fluent
j991hx1w,35,8,book store,friend,heavy knights armor,offline,several,14,0,4,female,31,english,fluent
j991hx1w,36,8,bar,student,bulls red cape,offline,several,6,0,4,female,31,english,fluent
j991hx1w,37,7,bar,friend,Middle Ages life expectancy,offline,several,11,0,2,female,31,english,fluent
j991hx1w,38,8,museum,colleague,Columbus discovered America,offline,several,10,0,4,female,31,english,fluent
j991hx1w,40,8,book store,student,lightning never strikes twice,offline,none,8,1,2,female,31,english,fluent
j991hx1w,43,6,museum,stranger,10% brain,offline,several,1,0,5,female,31,english,fluent
j991hx1w,44,6,park,student,shaving hair,offline,several,3,1,2,female,31,english,fluent
j991hx1w,47,6,museum,stranger,Great Wall of China,offline,none,7,1,5,female,31,english,fluent
j991hx1w,48,9,train,colleague,wait 24 hours,offline,none,15,1,5,female,31,english,fluent
4r9rd85j,1,9,movie theater,student,eating before swimming,offline,none,4,1,2,female,18,english,fluent
4r9rd85j,4,8,museum,student,cracking knuckles,offline,several,2,0,3,female,18,english,fluent
4r9rd85j,5,6,bar,stranger,Vikings horned helmets,offline,none,12,0,1,female,18,english,fluent
4r9rd85j,6,7,bar,colleague,heavy knights armor,offline,none,14,1,5,female,18,english,fluent
4r9rd85j,7,3,festival,stranger,Middle Ages life expectancy,offline,several,11,1,5,female,18,english,fluent
4r9rd85j,8,8,bar,friend,short Napoleon,offline,several,13,1,5,female,18,english,fluent
4r9rd85j,9,8,train,stranger,eating before swimming,offline,several,4,1,2,female,18,english,fluent
4r9rd85j,12,9,university,colleague,wait 24 hours,offline,none,15,1,4,female,18,english,fluent
4r9rd85j,13,9,park,student,10% brain,offline,several,1,1,3,female,18,english,fluent
4r9rd85j,15,9,train,friend,ostriches head in sand,offline,none,5,1,4,female,18,english,fluent
4r9rd85j,16,9,museum,colleague,high altitude coin,offline,several,9,1,3,female,18,english,fluent
4r9rd85j,17,8,university,student,Columbus discovered America,offline,several,10,1,3,female,18,english,fluent
4r9rd85j,20,7,park,friend,Eskimo words for snow,offline,several,16,0,4,female,18,english,fluent
4r9rd85j,22,5,train,stranger,short Napoleon,offline,several,13,1,5,female,18,english,fluent
4r9rd85j,24,7,university,student,Vikings horned helmets,offline,several,12,0,1,female,18,english,fluent
4r9rd85j,25,7,book store,stranger,cracking knuckles,offline,none,2,0,3,female,18,english,fluent
4r9rd85j,27,8,bar,colleague,bulls red cape,offline,none,6,1,4,female,18,english,fluent
4r9rd85j,28,8,festival,stranger,10% brain,offline,none,1,1,3,female,18,english,fluent
4r9rd85j,30,8,book store,student,lightning never strikes twice,offline,several,8,1,2,female,18,english,fluent
4r9rd85j,31,7,museum,friend,ostriches head in sand,offline,several,5,1,4,female,18,english,fluent
4r9rd85j,33,8,park,student,Eskimo words for snow,offline,none,16,0,4,female,18,english,fluent
4r9rd85j,34,7,museum,colleague,Eskimo words for snow,offline,several,16,0,4,female,18,english,fluent
4r9rd85j,35,9,park,student,Great Wall of China,offline,none,7,1,5,female,18,english,fluent
4r9rd85j,36,7,university,student,ostriches head in sand,offline,several,5,1,4,female,18,english,fluent
4r9rd85j,37,9,movie theater,friend,high altitude coin,offline,none,9,1,3,female,18,english,fluent
4r9rd85j,38,7,book store,stranger,lightning never strikes twice,offline,several,8,1,2,female,18,english,fluent
4r9rd85j,40,8,book store,colleague,wait 24 hours,offline,none,15,1,4,female,18,english,fluent
4r9rd85j,41,9,festival,friend,high altitude coin,offline,several,9,1,3,female,18,english,fluent
4r9rd85j,42,7,movie theater,colleague,cracking knuckles,offline,several,2,0,3,female,18,english,fluent
4r9rd85j,44,8,movie theater,student,Middle Ages life expectancy,offline,none,11,1,5,female,18,english,fluent
